timeExec, class, mops, benchmark, nNos, nCores
6.05
6.05
6.05
6.06
6.06
6.05
6.05
6.06
6.05
6.06
6.05
6.05
6.06
6.06
6.06
6.05
6.06
6.05
6.06
6.04
