timeExec, class, mops, benchmark, nNos, nCores
12.15
12.14
12.15
12.15
12.15
12.14
12.14
12.15
12.14
12.14
12.16
12.15
12.15
12.15
12.14
12.15
12.16
12.15
12.15
12.14
