timeExec, class, mops, benchmark, nNos, nCores
5.95
5.95
5.94
5.95
5.94
5.94
5.95
5.94
5.94
5.95
5.94
5.94
5.95
5.94
5.94
5.94
5.94
5.94
5.94
5.94
