timeExec, class, mops, benchmark, nNos, nCores
11.97
12.01
11.97
11.97
11.97
11.97
11.93
11.97
11.97
12.02
11.97
11.97
11.97
11.97
11.93
11.93
11.92
11.97
11.92
11.98
